Dataset1,Dataset2
,34
,34
,34
,34
,34
,34
,34
,34
,240
,49
,49
,49
,49
,49
,49
,49
,49
,49
,49
,372
,372
,372
,372
,372
,372
,372
,372
,372
,372
,156
,156
,227
,227
,227
,227
,380
,380
,380
,380
,380
,380
,380
,380
,380
,380
,349
,349
,2
,2
,2
,2
,2
,2
,181
,181
,145
,145
,240
,240
,240
,240
,240
,240
,177
,177
,177
,177
,177
,177
,177
,177
,177
,177
,49
,49
,49
,49
,49
,49
,49
,49
,49
,49
,49
,49
,49
,49
,49
,49
,172
,172
,172
,368
,232
,232
,232
,221
,272
,13
,10
,75
,75
,75
,75
,75
,75
,75
,75
,75
,88
,88
,88
,88
,88
,88
,88
,88
,270
,270
,284
,30
,30
,30
,30
,30
,30
,30
,369
,369
,369
,295
,295
,295
,295
,295
,295
,295
,284
,284
,284
,284
,284
,284
,284
,284
,284
,284
,284
,284
,31
,174
,174
,174
,174
,174
,174
,174
,174
,232
,189
,189
,129
,129
,129
,129
,129
,129
,129
,129
,189
,189
,189
,189
,189
,189
,189
,189
,379
,379
,31
,31
,31
,31
,31
,31
,31
,31
,315
,315
,315
,315
,315
,315
,315
,315
,315
,315
,130
,130
,130
,130
,130
,130
,130
,130
,130
,130
,130
,167
,167
,167
,167
,167
,167
,167
,167
,167
,338
,130
,130
,130
,130
,266
,338
,167
,167
,130
,130
,156
,156
,156
,156
,156
,156
,156
,193
,193
,317
,317
,193
,193
,193
,193
,193
,193
,193
,193
,193
,175
,175
,175
,175
,175
,175
,175
,175
,175
,175
,175
,175
,175
,227
,227
,139
,334
,334
,12
,12
,12
,12
,12
,12
,12
,12
,12
,313
,267
,267
,267
,52
,52
,208
,156
,134
,134
,134
,134
,134
,134
,134
,134
,134
,243
,334
,334
,344
,12
,12
,12
,12
,12
,12
,12
,12
,313
,358
,358
,358
,358
,358
,358
,240
,311
,311
,311
,311
,311
,311
,311
,311
,311
,291
,291
,291
,291
,291
,291
,291
,240
,240
,240
,240
,240
,240
,240
,240
,240
,291
,291
,291
,177
,177
,177
,177
,177
,177
,177
,49
,49
,49
,49
,49
,49
,49
,49
,49
,49
,20
,20
,20
,20
,20
,20
,20
,20
,20
,20
,41
,41
,41
,41
,174
,174
,174
,52
,52
,52
,52
,52
,52
,52
,52
,52
,198
,198
,198
,198
,198
,198
,198
,198
,198
,198
,217
,267
,267
,267
,342
,342
,342
,342
,310
,165
,165
,165
,165
,165
,165
,342
,342
,342
,342
,288
,288
,288
,288
,288
,83
,83
,83
,83
,83
,83
,36
,36
,36
,36
,36
,36
,36
,36
,36
,36
,36
,36
,36
,36
,139
,139
,139
,139
,237
,139
,139
,116
,116
,116
,116
,116
,116
,310
,250
,250
,122
,122
,181
,181
,181
,181
,181
,181
,181
,229
,229
,229
,229
,229
,229
,229
,72
,72
,72
,72
,72
,72
,72
,72
,72
,72
,72
,72
,72
,72
,344
,131
,10
,10
,75
,75
,75
,75
,75
,75
,75
,122
,122
,139
,139
,139
,220
,220
,220
,220
,220
,220
,227
,227
,227
,139
,139
,227
,227
,227
,144
,144
,144
,348
,348
,348
,86
,86
,3
,3
,3
,3
,3
,3
,86
,86
,258
,258
,258
,258
,258
,258
,349
,349
,349
,349
,349
,349
,63
,347
,65
,157
,157
,157
,157
,157
,157
,157
,157
,157
,157
,65
,65
,65
,65
,65
,65
,65
,65
,65
,320
,320
,320
,320
,320
,320
,320
,130
,267
,267
,236
,148
,236
,236
,236
,144
,148
,371
,40
,40
,40
,40
,40
,40
,40
,40
,357
,357
,139
,139
,139
,9
,9
,9
,9
,9
,9
,9
,86
,86
,86
,89
,89
,89
,89
,89
,89
,208
,227
,227
,227
,242
,242
,242
,242
,64
,64
,64
,64
,192
,122
,122
,217
,217
,217
,217
,217
,217
,217
,217
,217
,217
,318
,318
,318
,318
,318
,318
,318
,155
,155
,155
,155
,155
,155
,155
,155
,155
,155
,105
,105
,105
,105
,105
,105
,105
,105
,105
,105
,289
,289
,289
,289
,289
,289
,289
,75
,88
,88
,88
,220
,220
,220
,220
,220
,220
,256
,256
,256
,256
,78
,78
,78
,78
,78
,78
,139
,139
,139
,139
,98
,141
,141
,141
,141
,141
,141
,285
,139
,139
,139
,100
,230
,230
,230
,230
,230
,230
,230
,230
,230
,394
,394
,394
,394
,230
,230
,230
,230
,230
,230
,394
,394
,394
,394
,139
,139
,139
,227
,227
,227
,270
,270
,270
,270
,270
,270
,84
,184
,184
,184
,88
,135
,135
,135
,135
,135
,135
,135
,135
,135
,171
,171
,171
,171
,171
,171
,171
,171
,171
,171
,383
,383
,383
,182
,182
,182
,182
,182
,182
,182
,322
,114
,114
,114
,114
,114
,114
,114
,114
,114
,363
,363
,363
,363
,363
,363
,363
,322
,322
,322
,322
,322
,322
,383
,383
,383
,368
,350
,350
,350
,350
,350
,350
,350
,350
,350
,201
